2020-03-18 21:11:45| [32minfo[39m: "\ttest"
2020-03-18 21:12:51| [32minfo[39m: "\ttest"
2020-03-18 21:13:24| [32minfo[39m: "test"
2020-03-18 21:18:28| [32minfo[39m: "test"
2020-03-18 21:20:07| info: "test"
2020-03-18 21:20:36| info: "test"
2020-03-18 21:21:16| info: "kjhlkjlkj"
2020-03-18 21:21:42| info: "kjhlkjlkj"
2020-03-18 21:22:23| error: "asdasd"
2020-03-18 21:22:23| info: "kjhlkjlkj"
2020-03-18 21:23:20| error: "asdasd"
2020-03-18 21:23:20| warn: "a11111"
2020-03-18 21:23:20| info: "kjhlkjlkj"
2020-03-18 21:24:18| error: "asdasd"
2020-03-18 21:24:18| warn: "a11111"
2020-03-18 21:24:18| info: "kjhlkjlkj"
2020-03-18 21:26:52| error: "asdasd"
2020-03-18 21:26:52| warn: "a11111"
2020-03-18 21:26:53| info: "kjhlkjlkj"
2020-03-18 21:29:18| info: "test"
2020-03-18 21:29:31| info: "test"
2020-03-18 21:29:59| warn: "test"
